portfolio_name,grid_type,Sharpe Ratio,Maximum Drawdown,composite_score
Grid_019,Original,0.7046579768494433,-0.2713234554955998,0.7924466134281235
Grid_020,Original,0.7044315557167283,-0.2707653531363327,0.7922897929423007
Grid_018,Original,0.7041306166775703,-0.2687490677035201,0.7920851844711886
TreasuryGrid_015,Treasury Term,0.7035732392281681,-0.2667431589022318,0.791701037983011
Grid_011,Original,0.7027640242226114,-0.2647476356140403,0.7911405740489859
Grid_006,Original,0.7017082793985264,-0.2627625067226918,0.7904075080588004
