Asset_Number,Asset_Description,Grid_190,Grid_191,Grid_192
1,US Equities - US Stock Market,22.5,21.25,20.0
2,Foreign Developed Equities - Intl Developed ex-US Market,15.75,14.875,13.999999999999998
3,Emerging Market Equities - Emerging Markets,6.750000000000002,6.375,6.000000000000001
4,US Treasuries - Intermediate Term Treasury,25.0,25.0,25.0
5,TIPS - Inflation-Protected Bonds,15.0,15.0,15.0
6,Corporate Bonds - Investment Grade Corporate Bonds,10.0,10.0,10.0
7,Real Estate/REITs - US REIT,5.0,7.5,10.0
