Asset_Number,Asset_Description,Grid_139,Grid_140,Grid_141
1,US Equities - US Stock Market,22.5,21.25,20.0
2,Foreign Developed Equities - Intl Developed ex-US Market,9.000000000000002,8.5,8.000000000000002
3,Emerging Market Equities - Emerging Markets,13.5,12.75,12.0
4,US Treasuries - Intermediate Term Treasury,25.0,25.0,25.0
5,TIPS - Inflation-Protected Bonds,20.0,20.0,20.0
6,Corporate Bonds - Investment Grade Corporate Bonds,4.999999999999999,4.999999999999999,4.999999999999999
7,Real Estate/REITs - US REIT,5.0,7.5,10.0
