Asset_Number,Asset_Description,Grid_121,Grid_122,Grid_123
1,US Equities - US Stock Market,22.5,21.25,20.0
2,Foreign Developed Equities - Intl Developed ex-US Market,9.000000000000002,8.5,8.000000000000002
3,Emerging Market Equities - Emerging Markets,13.5,12.75,12.0
4,US Treasuries - Intermediate Term Treasury,15.5,15.5,15.5
5,TIPS - Inflation-Protected Bonds,23.0,23.0,23.0
6,Corporate Bonds - Investment Grade Corporate Bonds,11.499999999999996,11.499999999999996,11.499999999999996
7,Real Estate/REITs - US REIT,5.0,7.5,10.0
